,sequence,translation,sentiment,score
59,αγκυλη,a loop,Fear,0.9503927230834961
60,αγκυλιον,ancilia,Fear,0.881037175655365
61,αγκῠλογλωχιν,with hooked spurs,Fear,0.6460301280021667
62,αγκυλομητης,"crooked of counsel, wily",Fear,0.8733993172645569
63,αγκυλοπους,with bent legs,Joy,0.40585044026374817
64,αγκῠλοχειλης,with hooked beak,Fear,0.8383682370185852
65,αγκῠλοχηλης,with crooked claws,Fear,0.699081301689148
66,αγκυρ,anchor,Disgust,0.5763899087905884
67,αγκυριον,a small anchor,Fear,0.5955992937088013
68,αγκων,"the bend of the arm, the elbow",Disgust,0.47150126099586487
69,αγλαιη,"splendour, beauty, adornment",Joy,0.9865953922271729
70,αγλαισμ,"an ornament, honour",Joy,0.6499864459037781
71,αγλαοτριαινᾰ,god of the bright trident,Joy,0.9870816469192505
72,αγλαωψ,"bright-eyed, beaming",Joy,0.9095526933670044
73,αγλις,a head of garlic,Disgust,0.7363812327384949
74,αγμα,a fragment,Joy,0.885671854019165
75,αγμος,"a broken cliff, crag",Disgust,0.4506991505622864
76,αγνειη,"purity, chastity",Joy,0.45572230219841003
77,αγνευμ,chastity,Disgust,0.7261125445365906
78,αγνισμα,"a purification, expiation",Disgust,0.8228421807289124
79,αγνοημα,"a fault of ignorance, error",Joy,0.9807604551315308
80,αγνοιη,"want of perception, ignorance",Joy,0.982778012752533
81,αγνος,a willow-like tree,Joy,0.6575911641120911
82,αγνοτης,"purity, chastity",Joy,0.896390438079834
83,αγνωμοσυνη,"want of sense, folly",Disgust,0.886435329914093
84,αγνωσιη,ignorance,Disgust,0.8431562781333923
85,αγνως,unknown,Trust,0.4922958016395569
86,αγονια,unfruitfulness,Joy,0.8999367952346802
87,αγορᾱνομος,a clerk of the market,Disgust,0.8072861433029175
88,ᾰγορα,an assembly of the people,Disgust,0.736967146396637
89,αγορασμα,that which is bought,Disgust,0.8956348299980164
90,αγοραστης,"the slave who bought provisions for the house, the purveyor",Trust,0.6172928214073181
91,αγορητης,"a speaker, orator",Disgust,0.5122196078300476
92,αγορητυς,"the gift of speaking, eloquence",Anger,0.7376218438148499
93,ᾰγος,"a leader, chief",Joy,0.8878788948059082
94,ᾰγος,any matter of religious awe,Joy,0.8878788948059082
95,αγοστος,the flat of the hand,Disgust,0.7862450480461121
96,αγρη,"a catching, hunting",Joy,0.8766814470291138
97,αγρειοσυνη,"clownishness, a rude, vagrant life",Joy,0.5823212265968323
98,αγρειφνα,"a harrow, rake",Fear,0.6777403354644775
99,αγρεμιον,,Joy,0.935144305229187
100,αγρευμα,"that which is taken in hunting, booty, prey, spoil",Disgust,0.8948071599006653
101,αγρευς,a hunter,Disgust,0.8385365605354309
102,αγρευτης,a hunter,Disgust,0.7774431109428406
103,αγριας,wild,Joy,0.9605057835578918
104,αγριοτης,"wildness, savageness",Anger,0.42131495475769043
105,αγροβοτης,"feeding in the field, dwelling in the country",Disgust,0.5922005772590637
106,αγρογειτων,a country neighbour,Disgust,0.8472082018852234
107,αγροδοτης,a giver of booty,Trust,0.7939921617507935
108,αγροικια,"rusticity, boorishness, coarseness",Disgust,0.9167406558990479
109,αγροιωτης,a countryman,Trust,0.41671615839004517
110,αγρος,"fields, lands",Disgust,0.9777069091796875
111,αγροτηρ,rustic,Joy,0.8418715000152588
112,αγροτα,"a country-man, rustic",Joy,0.8738991022109985
113,αγροφυλαξ,a watcher of the country,Fear,0.4951944649219513
114,αγρυπνια,"sleeplessness, waking, watching",Joy,0.5573822855949402
115,αγρωστις,a grass that mules fed on,Disgust,0.8880369067192078
116,αγρωτης,wild,Disgust,0.8095601201057434
117,ᾰγυια,"a street, highway",Joy,0.9843893647193909
118,ᾰγυιατις,of Apollo Agyieus,Joy,0.888886034488678
119,αγυιατ,guardian of the streets,Joy,0.9021161198616028
120,αγυμνᾰσια,want of training,Fear,0.4113178849220276
121,αγῠρις,"a gathering, crowd",Fear,0.5249847769737244
122,αγῠρμος,,Fear,0.6993231177330017
123,αγῠρτης,a collector,Fear,0.8285328149795532
124,αγχινοια,"readiness of mind, ready wit, sagacity",Trust,0.38257408142089844
125,αγχιπολις,"near the city, dwelling hard by",Joy,0.9627875089645386
126,αγχιστεια,nearness of kin,Trust,0.7737810015678406
127,αγχιστευς,closely akin,Trust,0.447268009185791
128,αγχιστηρ,"one who brings near, the immediate author",Fear,0.9699596762657166
129,αγχονη,"a throttling, strangling, hanging",Disgust,0.47098973393440247
130,αγωγευς,one that draws,Disgust,0.7762701511383057
131,αγωγη,"a carrying away, carriage",Trust,0.6170700192451477
132,αγωγιον,the load of a wagon,Fear,0.6383060216903687
133,αγωναρχης,judge of a contest,Joy,0.6741026639938354
134,ᾰγωνια,"a contest, struggle for victory",Fear,0.7338104844093323
135,αγωνῐσις,contest for a prize,Disgust,0.6571519374847412
136,αγωνισμ,a contest,Joy,0.5430288314819336
137,αγωνισμος,rivalry,Sadness,0.48176711797714233
138,αγωνιστης,a rival,Disgust,0.5961337089538574
139,αγωνοθεσια,the office of,Trust,0.8753194212913513
140,αγωνοθετης,"judge of the contests, director of the games",Disgust,0.6982793807983398
141,ᾰγων,"a number of people brought together, a gathering, assembly",Joy,0.9484837055206299
142,αδᾰημονια,ignorance,Disgust,0.6647840738296509
143,αδει,freedom from fear,Disgust,0.4232166111469269
144,αδελφη,a sister,Joy,0.5395455956459045
145,αδελφιδους,a brother's,Joy,0.9160227179527283
146,αδελφιδη,a brother's,Joy,0.8757239580154419
147,αδελφιδιον,,Joy,0.8517985939979553
148,αδελφος,sons of the same mother,Joy,0.663396418094635
149,αδελφοτης,the brotherhood,Disgust,0.44608402252197266
150,αδηλια,uncertainty,Disgust,0.8713197112083435
151,αδημονια,"trouble, distress",Disgust,0.9687026143074036
152,αδηρις,without strife,Disgust,0.9726491570472717
153,τωδ,Hades,Anger,0.6535277962684631
154,αδιαφθορια,"incorruption, uprightness",Disgust,0.9663654565811157
155,αδικημ,"a wrong done, a wrong",Disgust,0.8825569748878479
156,ᾰδῐκια,"wrong-doing, injustice",Disgust,0.871955156326294
157,αδικιον,"a wrong, wrong-dealing",Joy,0.9376073479652405
158,αδμης,untamed,Joy,0.8832650780677795
159,αδολεσχης,talking to satiety.,Joy,0.6078932881355286
160,αδολεσχια,"garrulity, idle talk",Disgust,0.43490248918533325
161,αδοξια,"ill-repute, disgrace",Disgust,0.9601696729660034
162,αδος,satio,Disgust,0.43353205919265747
163,αδρηστεια,the Inevitable,Joy,0.9712093472480774
164,αδρια,the Adriatic,Disgust,0.6586374044418335
165,αδροσυνη,,Disgust,0.9064735770225525
166,αδροτης,strength,Disgust,0.5869743824005127
167,αδρυας,"a kind of nymph, Hamadryad",Disgust,0.9435367584228516
168,αδῠνᾰμια,want of strength,Disgust,0.7620964050292969
169,αδῠνᾰσια,,Disgust,0.9691004157066345
170,ᾰδῠτον,the innermost sanctuary,Disgust,0.8743870854377747
171,αδωνι,the mourning for Adonis,Joy,0.9417951703071594
172,αδωνις,Adonis,Joy,0.8866866230964661
173,αδων,,Disgust,0.6101691722869873
174,αδωτης,one who gives nothing,Joy,0.8121320605278015
175,αειγενετης,"everlasting, immortal",Joy,0.676066517829895
176,αεικιη,"unseemly treatment, outrage",Joy,0.45597153902053833
177,αειλογια,a continual talking,Sadness,0.3416827917098999
178,αεινηστις,ever-fasting,Joy,0.590204656124115
179,ασμ,,Disgust,0.6343787908554077
180,αειφῠγια,perpetual exile,Joy,0.7517340779304504
181,αελλη,"a stormy wind, whirlwind, eddy",Disgust,0.7876480221748352
182,αελλας,,Disgust,0.7772067189216614
183,αελλα,eddying,Disgust,0.8422644138336182
184,αελλοπος,"storm-footed, storm-swift",Disgust,0.755204439163208
185,αελλω,storm,Joy,0.8243151903152466
186,ᾰελπτια,an unlooked for event,Disgust,0.9468255043029785
187,αεργιη,"a not working, idleness",Disgust,0.9704077243804932
188,αεροβατης,one who walks the air,Disgust,0.5997588634490967
189,αεροκοραξ,an air-raven,Disgust,0.9547420144081116
190,αεροκωνωψ,an air-gnat,Fear,0.4903861880302429
191,αερομᾰχια,an air-battle,Fear,0.7193507552146912
192,αερσιποτης,high-soaring,Disgust,0.9720317721366882
193,αερσιπος,"lifting the feet, brisk-trotting",Disgust,0.9605399966239929
194,αεσιφροσυνη,"silliness, folly",Disgust,0.8143505454063416
195,ᾱετος,an eagle,Disgust,0.7792121171951294
196,αετοφορος,a standard-bearer,Disgust,0.9364591240882874
197,αζη,drought,Disgust,0.8748667240142822
198,αζηλια,freedom from jealousy,Disgust,0.9448755383491516
199,αζυξ,"unyoked, unpaired, unmarried",Disgust,0.9297428131103516
200,αηδια,"unpleasantness, nauseousness",Disgust,0.9225558042526245
201,αηδονιδευς,a young nightingale,Joy,0.77277010679245
202,αδονις,a nightingale,Joy,0.7833667993545532
203,αηδω,the songstress,Joy,0.9012356996536255
204,αηθια,unaccustomedness,Joy,0.8969141840934753
205,αηθια,,Joy,0.8969141840934753
206,αημα,"a blast, gale",Disgust,0.8130490183830261
207,ᾱηρ,"the lower air, the air",Disgust,0.521126389503479
208,αησις,a blowing,Disgust,0.6660885810852051
209,αητη,,Disgust,0.6830185055732727
210,αηθ,"a blast, gale",Joy,0.9736213088035583
211,αθᾰνᾰσια,immortality,Joy,0.9707029461860657
212,αθαρη,groats,Joy,0.9630144238471985
213,ᾰθεμις,lawless,Disgust,0.9877701997756958
214,αθεοτης,ungodliness,Disgust,0.8870850205421448
215,αθεραπευσια,neglect of,Disgust,0.9864773750305176
216,αθηναιον,the temple of Athena,Joy,0.9740945100784302
217,αθηνα,the city of Athens,Joy,0.6805294156074524
218,αθηνα,Athena,Joy,0.6805294156074524
219,αθηρηλοιγος,consumer of ears of corn,Disgust,0.2557876706123352
220,αθηρ,an ear of corn,Joy,0.9241403937339783
221,αθλημα,a contest,Joy,0.7438542246818542
222,αθλησις,"a contest, struggle",Joy,0.49251309037208557
223,αθλητης,a prizefighter,Trust,0.45989710092544556
224,αθλιοτης,"suffering, wretchedness",Joy,0.7711570858955383
225,αθλοθετης,"one who awards the prize, the judge",Joy,0.8408381342887878
226,αθλον,the prize of contest,Joy,0.8871339559555054
227,αθλος,a contest for a prize,Joy,0.95414137840271
228,αθλοσυνη,,Joy,0.6961119174957275
229,αθροισις,"a gathering, mustering",Disgust,0.7564374208450317
230,αθροισμ,a gathering,Fear,0.7525485157966614
231,αθῡμια,"want of heart, faintheartedness",Disgust,0.9508274793624878
232,ᾰθυρμα,"a plaything, toy: a delight, joy",Disgust,0.8581548929214478
233,αθῠροστομια,,Disgust,0.9767442941665649
234,αθως,mount Athos,Joy,0.8816021680831909
235,αιαγμα,a wail,Fear,0.5642880797386169
236,αιακιδα,son of Aeacus,Joy,0.7499078512191772
237,αι,,Joy,0.48911020159721375
238,αιᾱς,Ajax,Joy,0.921554446220398
239,αιγαγρος,the wild goat,Disgust,0.6725316047668457
240,αιγαιων,Aegaeon,Joy,0.9800668954849243
241,αιγᾰνεη,"a hunting-spear, javelin",Fear,0.4271397590637207
242,αιγειρος,the poplar,Joy,0.48768481612205505
243,αιγελατης,a goatherd,Fear,0.525133490562439
244,αιγιαλιτης,one who haunts the shore,Disgust,0.43250346183776855
245,αιγιᾰλος,"the sea-shore, beach, strand",Disgust,0.6573109030723572
246,αιγιβοσις,a goat-pasture,Disgust,0.45427289605140686
247,αιγιβοτης,feeding goats,Disgust,0.4773063063621521
248,αιγιθᾱλος,the titmouse,Disgust,0.9011412858963013
249,αιγικορης,goatherds,Fear,0.5746480226516724
250,αιγιλιψ,destitute even of goats,Fear,0.8412757515907288
251,αιγῐλος,a herb of which goats are fond,Joy,0.9387063980102539
252,αιγιναιη,Aegina,Joy,0.8826621174812317
253,αιγιν,Aegina,Joy,0.6609414219856262
254,αιγινητα,an Aeginetan,Joy,0.9666345119476318
255,αιγῐνομευς,a goatherd,Sadness,0.47919151186943054
256,αιγιπους,goat-footed,Disgust,0.9028245806694031
257,αιγιπυρον,a plant,Fear,0.985268235206604
258,αιγις,the aegis,Joy,0.535998523235321
259,αιγλη,"the light of the sun, radiance",Joy,0.5063055753707886
260,αιγοκερως,goat-horned,Fear,0.4739939272403717
261,αιγονυξ,,Disgust,0.5116646885871887
262,αιγοποδης,,Fear,0.655609667301178
263,αιγῠπιος,a vulture,Disgust,0.486998975276947
264,αιγυπτος,the river Nile,Disgust,0.9667165279388428
265,αιγωνυξ,goat-hoofed,Disgust,0.8478313684463501
266,αιδεσις,respect,Joy,0.41721054911613464
267,αιδοιον,"the genitals, pudenda",Joy,0.5858626365661621
268,αιδριη,"want of knowledge, ignorance",Fear,0.9453794360160828
269,αιδρις,"unknowing, ignorant",Joy,0.3507787883281708
270,αιδως,"a sense of shame, shame, modesty, self-respect",Trust,0.5850762724876404
271,αιζηιος,"strong, lusty, vigorous",Fear,0.9208941459655762
272,αιθαλη,soot,Disgust,0.938877522945404
273,αιθαλιων,"swarthy, dusky",Disgust,0.881496012210846
274,αιθᾰλος,soot,Disgust,0.8848932385444641
275,αιθηρ,"ether, the brighter purer air, the sky",Disgust,0.48960763216018677
276,αιθιοπιη,Ethiopia,Anger,0.7381378412246704
277,αιθῐοψ,burnt-face,Fear,0.8700823783874512
278,αιθος,"a burning heat, fire",Fear,0.9390955567359924
279,αιθουσα,the corridor,Fear,0.6674306988716125
280,αιθοψ,fiery-looking,Fear,0.9242348670959473
281,αιθρηγενετης,"born in ether, sprung from ether",Fear,0.9132670164108276
282,αιθρη,"clear sky, fair weather",Joy,0.5518761277198792
283,αιθριη,in clear weather,Fear,0.5850069522857666
284,αιθρος,the clear chill air,Fear,0.3185807466506958
285,αιθυια,a gull,Disgust,0.7485693097114563
286,αιθυκτηρ,one that darts swiftly,Fear,0.7348694205284119
287,αιθων,"fiery, burning, blazing",Disgust,0.8920746445655823
288,αικη,"rapid flight, rush, impetus",Joy,0.5655968189239502
289,αικια,"injurious treatment, an affront, outrage",Joy,0.8488640785217285
290,αικισμ,"an outrage, torture",Fear,0.6811594367027283
291,αικισμος,,Disgust,0.908072829246521
292,αιλουρος,a cat,Joy,0.46361851692199707
293,αιμ,blood,Joy,0.9177078008651733
294,αιμᾰσια,a wall,Disgust,0.4043789207935333
295,αιμας,a gush,Disgust,0.9141675233840942
296,αιμᾰτεκχυσια,shedding of blood,Disgust,0.45760399103164673
297,αιμᾰτοπωτης,a blood-drinker,Sadness,0.6985905766487122
298,αιματοχαρμης,delighting in blood,Joy,0.672593891620636
299,αιμᾰτωψ,,Fear,0.4931897819042206
300,αιμορροια,a discharge of blood,Sadness,0.2918684184551239
301,αιμυλια,"winning, wily ways",Joy,0.6468564867973328
302,αιμῠλομητης,of winning wiles,Fear,0.4758795201778412
303,αιμων,skilful in,Joy,0.8917338252067566
304,αιναρετα,terribly brave,Disgust,0.8878573775291443
305,αινεσις,praise,Sadness,0.5705969929695129
306,αινη,"praise, fame",Sadness,0.3913900554180145
307,αινιγμ,"a dark saying, riddle",Surprise,0.6287239193916321
308,αινιγμος,a riddle,Fear,0.5838889479637146
309,αινοβιης,awefully strong,Disgust,0.8347496390342712
310,αινολεων,a dreadful lion,Joy,0.9850746393203735
311,αινολῠκος,a horrible wolf,Joy,0.9282195568084717
312,αινοπᾰρις,unlucky Paris,Joy,0.6926712393760681
313,αινοπατηρ,unhappy father,Trust,0.613909125328064
314,αινος,"a tale, story",Surprise,0.3068028688430786
315,αινοτοκεια,unhappy in being a mother,Joy,0.40742480754852295
316,αινοτυραννος,a dreadful tyrant,Joy,0.6521924734115601
317,αιξ,a goat,Disgust,0.3803566098213196
318,αιολις,an Aeolian,Joy,0.9668134450912476
319,αιολοβροντα,wielder of lightning,Joy,0.8748677372932434
320,αιολοθωρηξ,with glancing breastplate,Joy,0.6262872815132141
321,αιολομητις,full of various wiles,Fear,0.35517072677612305
322,αιολομιτρης,with glancing,Fear,0.4431057274341583
323,αιπολιον,a herd of goats,Fear,0.3948366641998291
324,αιπολος,a goatherd,Fear,0.7183025479316711
325,αιπος,"a height, a steep",Disgust,0.33710357546806335
326,αιπυμητα,with high thoughts,Joy,0.8720420002937317
327,αιρεσις,a taking especially,Disgust,0.4827304482460022
328,αῑρος,unhappy Irus,Joy,0.8203795552253723
329,αις,the goddess of destiny,Disgust,0.727177619934082
330,αισθημα,perception of,Disgust,0.4115287661552429
331,αισθησις,perception by the senses,Sadness,0.618190586566925
332,αισθητηριον,an organ of sense,Trust,0.533216118812561
333,αισιμια,happiness,Fear,0.9031621813774109
334,αιστωρ,"unknowing, unconscious",Trust,0.3108409643173218
335,αισυμνητεια,an elective monarchy,Fear,0.4181179404258728
336,αισυμνητηρ,a prince,Fear,0.9905705451965332
337,αισυμνητης,a regulator,Fear,0.9827350974082947
338,αισχος,"shame, disgrace",Disgust,0.9823397994041443
339,αισχροκερδια,base covetousness,Disgust,0.9781744480133057
340,αισχρολογια,"foul language, abuse",Disgust,0.9232951402664185
341,αισχρομητις,forming base designs,Disgust,0.9860084652900696
342,αισχροτης,"ugliness, deformity",Disgust,0.9730640649795532
343,αισχρουργια,shameless conduct,Disgust,0.9501025080680847
344,αισχῡνη,"shame done one, disgrace, dishonour",Disgust,0.9600202441215515
345,αισχυντηρ,a dishonourer,Disgust,0.8650476336479187
346,κατ,"a beloved youth, favourite",Joy,0.9424182176589966
347,αιτημα,"a request, demand",Joy,0.6874024868011475
348,αιτησις,"a request, demand",Joy,0.5611531734466553
349,αιτιᾱμα,"a charge, guilt imputed",Sadness,0.3334968090057373
350,αιτιη,"a charge, accusation",Disgust,0.5014277100563049
351,αιχμᾰλωσια,captivity: a body of captives,Disgust,0.5073997378349304
352,αιχμᾰλωτις,,Trust,0.6837555170059204
353,αιχμη,the point of a spear,Fear,0.6523172855377197
354,αιχμητα,a spearman,Fear,0.6859941482543945
355,αιων,aevum,Joy,0.9529961943626404
356,αιωρα,a machine for suspending,Joy,0.5720391273498535
357,αιωρημα,"that which is hung up: a hanging cord, a halter",Fear,0.739257276058197
358,ακαδημια,the Academy,Joy,0.617763340473175
359,ακᾰθαρσια,"uncleanness, impurity",Disgust,0.9498806595802307
360,ακαινα,"a thorn, goad",Disgust,0.4352636933326721
361,ακαιρια,unfitness of times: unseasonableness,Disgust,0.9718012809753418
362,ακακης,,Trust,0.3319254219532013
363,ακακητᾰ,"guileless, gracious",Joy,0.5264890789985657
364,ακᾰκια,guilelessness,Disgust,0.9145740866661072
365,ακᾰλανθις,,Joy,0.8600456118583679
366,ακᾰλαρρειτης,soft-flowing,Disgust,0.5518025159835815
367,ακᾰληφη,a nettle,Disgust,0.7733564972877502
368,ᾰκᾰμαντολογχας,unwearied at the spear,Disgust,0.8035926222801208
369,ᾰκᾰμαντομᾰχας,unwearied in fight,Disgust,0.9832794666290283
370,ᾰκᾰμαντοπους,"untiring of foot, unwearied",Trust,0.8958390355110168
371,ακανθα,"a thorn, prickle",Disgust,0.9019692540168762
372,ακανθις,the goldfinch,Disgust,0.800665557384491
373,ακανθοβατης,walking among thorns,Disgust,0.8469780683517456
374,ακανθος,,Disgust,0.704468846321106
375,ακαρπια,"unfruitfulness, barrenness",Disgust,0.9831423759460449
376,ακατιον,a light boat,Joy,0.8738458156585693
377,ᾰκᾰτος,a light vessel,Joy,0.4573807418346405
378,ᾰκερδεια,"want of gain, loss",Disgust,0.9232311248779297
379,ακερματια,want of money,Disgust,0.9632896184921265
380,ακερσεκομα,with unshorn hair,Fear,0.3932766616344452
381,ακεσις,"a healing, cure",Disgust,0.7860574722290039
382,ᾰκεσμα,"a remedy, cure",Disgust,0.9208750128746033
383,ακεστηρ,a healer,Disgust,0.8278698921203613
384,ακεστης,menders,Disgust,0.9656674265861511
385,ακεστορια,the healing art,Disgust,0.9244399070739746
386,ακεστρα,a darning-needle,Disgust,0.4721691310405731
387,ακεστρια,a sempstress,Disgust,0.9783740043640137
388,ακεστωρ,"a healer, saviour",Disgust,0.8790333271026611
389,ακημα,"a cure, relief",Disgust,0.9581667184829712
390,ακη,a point,Disgust,0.6948215365409851
391,ακῑκυς,"powerless, feeble",Disgust,0.9366810321807861
392,ακινακης,a short straight sword,Disgust,0.7409840822219849
393,ακῐς,"a point, the barb",Disgust,0.8176279664039612
394,ακκω,a bugbear,Joy,0.4685094356536865
395,ακλεες,"without fame, inglorious, unsung",Disgust,0.736961841583252
396,ακλεια,ingloriousness,Disgust,0.6453049778938293
397,ακμη,"a point, edge",Disgust,0.9222098588943481
398,ακμης,"untiring, unwearied",Disgust,0.9044857621192932
399,ακμοθετον,"the anvil-block, smithy",Trust,0.6258323788642883
400,ακμονιον,,Joy,0.4637722671031952
401,ακμων,a thunderbolt,Joy,0.37496376037597656
402,ακνηστις,the spine,Trust,0.5463283061981201
403,ᾰκοα,"a hearing, the sound heard",Disgust,0.9315388798713684
404,ᾰκοιτας,"a bedfellow, spouse, husband.",Disgust,0.8912098407745361
405,ᾰκοιτις,"a spouse, wife",Disgust,0.9492340087890625
406,ακολᾰσια,"licentiousness, intemperance",Disgust,0.9758137464523315
407,ακολᾰστημα,an act of,Disgust,0.9571847319602966
408,ακολος,"a bit, morsel",Disgust,0.7465311288833618
409,ακολουθια,"a following, train",Joy,0.9840885400772095
410,ακομιστιη,want of tending,Disgust,0.896500289440155
411,ᾰκονα,"a whetstone, hone",Disgust,0.8584995865821838
412,ακονῑτον,aconite,Disgust,0.8470713496208191
413,ακοντιον,,Disgust,0.5900405049324036
414,ακοντῐσις,javelin-throwing,Disgust,0.9601380228996277
415,ακοντισμα,a javelin's throw,Disgust,0.9778025150299072
416,ακοντισμος,,Disgust,0.9767692685127258
417,ακοντιστης,"a darter, javelin-man",Disgust,0.8316234946250916
418,ακοντιστυς,the game of throwing the javelin,Disgust,0.9610300064086914
419,ακοσμια,disorder,Disgust,0.9720649123191833
420,ᾰκος,"a cure, relief, remedy for",Disgust,0.7168437838554382
421,ακοστη,barley,Trust,0.6597840189933777
422,ακουη,,Disgust,0.438363641500473
423,ακουσμ,a thing heard,Joy,0.4369453489780426
424,ακρη,"a headland, foreland, cape",Joy,0.9825674891471863
425,ακρᾱσια,"bad mixture, ill temperature",Disgust,0.9606658220291138
426,ακρᾱτια,"incontinence, want of self-control",Disgust,0.9586676955223083
427,ακρᾱτισμα,a breakfast,Disgust,0.9504123330116272
428,ακρητοποσιη,a drinking of sheer wine,Joy,0.5008874535560608
429,ακρητοποτης,a drinker of sheer wine,Joy,0.4748329520225525
430,ακρατωρ,,Joy,0.389417827129364
431,ακροχολια,"passionateness, burst of passion",Disgust,0.8025639653205872
432,ακρεμων,"a branch, twig, spray",Disgust,0.44141852855682373
433,ακρηβης,a youth in his prime,Disgust,0.7080694437026978
434,ακρῑβεια,"exactness, minute accuracy, precision",Trust,0.49953165650367737
435,ακριδοθηκη,a locust-cage,Fear,0.8919566869735718
436,ακρῐσια,want of distinctness,Disgust,0.9681366682052612
437,ακρις,a locust,Disgust,0.6750689148902893
438,ακρις,a hill-top,Disgust,0.6750689148902893
439,ακροᾱμα,anything heard with pleasure,Joy,0.378959596157074
440,ακροᾱσις,a hearing,Joy,0.7899233102798462
441,ακροᾱτηριον,a place of audience,Joy,0.38084903359413147
442,ακροᾱτης,a hearer,Disgust,0.8245226740837097
443,ακροβολια,"a slinging, skirmishing",Joy,0.5314195156097412
444,ακροβολισις,a skirmishing,Disgust,0.5310847163200378
445,ακροβολος,"a slinger, skirmisher",Disgust,0.5510916113853455
446,ακροβυστια,the foreskin,Disgust,0.984391450881958
447,ακροδρυα,fruit-trees,Disgust,0.9381141066551208
448,ακροθινιον,"the topmost part of a heap, the choice part, first-fruits",Disgust,0.5792034864425659
449,ακροκορινθος,the citadel of Corinth,Disgust,0.7611340880393982
450,ακρολοφιτης,a mountaineer,Disgust,0.700584888458252
451,ᾰκρον,the highest,Joy,0.6595380902290344
452,ακροπολις,the upper city,Disgust,0.8362943530082703
453,ακροπρωρον,the end of a ship's prow,Joy,0.8663668036460876
454,ακροπτερον,the tip of the wing,Joy,0.4662470519542694
455,ακροστολιον,the gunwale,Joy,0.5401159524917603
