,Unnamed: 0,FPP,English,Sentiment,sequence,sentiment,score
29,29,αγγηιον,,,αγγηιον,trust,0.13596339523792267
30,30,αγγελιη,"a message, tidings, news",,αγγελιη,trust,0.132091224193573
31,31,αγγελιαρχος,,,αγγελιαρχος,anticipation,0.13525940477848053
32,32,αγγελιηφορος,a messenger,,αγγελιηφορος,sadness,0.13427133858203888
33,33,αγγελιωτης,,,αγγελιωτης,trust,0.13138505816459656
34,34,αγγελμ,"a message, tidings, news",,αγγελμ,fear,0.13330557942390442
35,35,αγγελος,"a messenger, envoy",,αγγελος,trust,0.13333025574684143
36,36,αγγος,a vessel,,αγγος,disgust,0.13516481220722198
37,37,αγελαρχης,"the leader of a company, captain",,αγελαρχης,fear,0.13540305197238922
38,38,αγελειη,"driver of spoil, forager",,αγελειη,sadness,0.13494987785816193
39,39,ᾰγελα,a herd,,ᾰγελα,anger,0.13094468414783478
40,40,αγερσις,"a gathering, mustering",,αγερσις,anticipation,0.13867835700511932
41,41,αγεστρατος,host-leading,,αγεστρατος,joy,0.14105726778507233
42,42,αγημα,"anything led, a division",,αγημα,fear,0.13273648917675018
43,43,αγηνοριη,"manliness, manhood, courage",,αγηνοριη,anticipation,0.13420286774635315
44,44,αγηνωρ,"manly, courageous, heroic",,αγηνωρ,joy,0.14412567019462585
45,45,ωγη,"wonder, awe, amazement",,ωγη,sadness,0.13319902122020721
46,45,ωγη,"wonder, awe, amazement",,ωγη,sadness,0.13319902122020721
47,46,ωγη,"a fragment, piece, splinter",,ωγη,sadness,0.13319902122020721
48,46,ωγη,"a fragment, piece, splinter",,ωγη,sadness,0.13319902122020721
49,47,αγηρως,"not waxing old, undecaying",,αγηρως,anger,0.1347348988056183
50,48,αγησιλα,"leader of people, conductor of men",,αγησιλα,anticipation,0.14153358340263367
51,49,αγιασμος,"consecration, sanctification",,αγιασμος,sadness,0.13477030396461487
52,50,αγιστεια,"holy rites, temple-worship",,αγιστεια,sadness,0.14045198261737823
53,51,αγιοτης,"holiness, sanctity",,αγιοτης,anger,0.13308916985988617
54,52,αγκαλη,the bent arm,,αγκαλη,sadness,0.1335081309080124
55,53,αγκᾰλισμα,that which is embraced,,αγκᾰλισμα,trust,0.13437199592590332
56,54,αγκᾰλος,"an armful, bundle",,αγκᾰλος,disgust,0.12805233895778656
57,55,αγκιστριον,a fish-hook,,αγκιστριον,anger,0.13244187831878662
58,56,αγκιστρον,a fish-hook,,αγκιστρον,anger,0.1376613825559616
59,57,αγκοινη,the bent arm,,αγκοινη,anger,0.13330140709877014
60,58,αγκος,a bend,,αγκος,anger,0.13580742478370667
61,59,αγκυλη,a loop,,αγκυλη,sadness,0.13184912502765656
62,60,αγκυλιον,ancilia,,αγκυλιον,anger,0.13609102368354797
63,61,αγκῠλογλωχιν,with hooked spurs,,αγκῠλογλωχιν,anticipation,0.13599342107772827
64,62,αγκυλομητης,"crooked of counsel, wily",,αγκυλομητης,trust,0.13517743349075317
65,63,αγκυλοπους,with bent legs,,αγκυλοπους,trust,0.13720007240772247
66,64,αγκῠλοχειλης,with hooked beak,,αγκῠλοχειλης,fear,0.13504041731357574
67,65,αγκῠλοχηλης,with crooked claws,,αγκῠλοχηλης,sadness,0.1376309096813202
68,66,αγκυρ,anchor,,αγκυρ,sadness,0.13569267094135284
69,67,αγκυριον,a small anchor,,αγκυριον,anger,0.13468506932258606
70,68,αγκων,"the bend of the arm, the elbow",,αγκων,anger,0.14129681885242462
71,69,αγλαιη,"splendour, beauty, adornment",,αγλαιη,anger,0.14043809473514557
72,70,αγλαισμ,"an ornament, honour",,αγλαισμ,anger,0.13547179102897644
73,71,αγλαοτριαινᾰ,god of the bright trident,,αγλαοτριαινᾰ,fear,0.13036277890205383
74,72,αγλαωψ,"bright-eyed, beaming",,αγλαωψ,trust,0.13517673313617706
75,73,αγλις,a head of garlic,,αγλις,anger,0.14154526591300964
76,74,αγμα,a fragment,,αγμα,anger,0.1335398554801941
77,75,αγμος,"a broken cliff, crag",,αγμος,sadness,0.14030982553958893
78,76,αγνειη,"purity, chastity",,αγνειη,anger,0.14206364750862122
79,77,αγνευμ,chastity,,αγνευμ,joy,0.1336599737405777
80,78,αγνισμα,"a purification, expiation",,αγνισμα,sadness,0.13610221445560455
81,79,αγνοημα,"a fault of ignorance, error",,αγνοημα,anger,0.13292747735977173
82,80,αγνοιη,"want of perception, ignorance",,αγνοιη,joy,0.13227084279060364
83,81,αγνος,a willow-like tree,,αγνος,anger,0.13336136937141418
84,82,αγνοτης,"purity, chastity",,αγνοτης,joy,0.13871769607067108
85,83,αγνωμοσυνη,"want of sense, folly",,αγνωμοσυνη,anger,0.13495004177093506
86,84,αγνωσιη,ignorance,,αγνωσιη,trust,0.14175936579704285
87,85,αγνως,unknown,,αγνως,joy,0.14356781542301178
88,86,αγονια,unfruitfulness,,αγονια,sadness,0.1334904432296753
89,87,αγορᾱνομος,a clerk of the market,,αγορᾱνομος,sadness,0.14040830731391907
90,88,ᾰγορα,an assembly of the people,,ᾰγορα,anger,0.1364477127790451
91,89,αγορασμα,that which is bought,,αγορασμα,trust,0.1418837308883667
92,90,αγοραστης,"the slave who bought provisions for the house, the purveyor",,αγοραστης,anger,0.13266080617904663
93,91,αγορητης,"a speaker, orator",,αγορητης,trust,0.14028826355934143
94,92,αγορητυς,"the gift of speaking, eloquence",,αγορητυς,trust,0.13753987848758698
95,93,ᾰγος,"a leader, chief",,ᾰγος,anger,0.13709452748298645
96,93,ᾰγος,"a leader, chief",,ᾰγος,anger,0.13709452748298645
97,94,ᾰγος,any matter of religious awe,,ᾰγος,anger,0.13709452748298645
98,94,ᾰγος,any matter of religious awe,,ᾰγος,anger,0.13709452748298645
99,95,αγοστος,the flat of the hand,,αγοστος,sadness,0.1399717777967453
100,96,αγρη,"a catching, hunting",,αγρη,sadness,0.1432708501815796
101,97,αγρειοσυνη,"clownishness, a rude, vagrant life",,αγρειοσυνη,fear,0.13902010023593903
102,98,αγρειφνα,"a harrow, rake",,αγρειφνα,trust,0.13154873251914978
103,99,αγρεμιον,,,αγρεμιον,trust,0.14296965301036835
104,100,αγρευμα,"that which is taken in hunting, booty, prey, spoil",,αγρευμα,fear,0.1380699872970581
105,101,αγρευς,a hunter,,αγρευς,anger,0.13712139427661896
106,102,αγρευτης,a hunter,,αγρευτης,fear,0.13776443898677826
107,103,αγριας,wild,,αγριας,joy,0.13413293659687042
108,104,αγριοτης,"wildness, savageness",,αγριοτης,fear,0.13288573920726776
109,105,αγροβοτης,"feeding in the field, dwelling in the country",,αγροβοτης,anger,0.13872714340686798
110,106,αγρογειτων,a country neighbour,,αγρογειτων,anticipation,0.13148188591003418
111,107,αγροδοτης,a giver of booty,,αγροδοτης,trust,0.1290261596441269
112,108,αγροικια,"rusticity, boorishness, coarseness",,αγροικια,anticipation,0.1353156566619873
113,109,αγροιωτης,a countryman,,αγροιωτης,disgust,0.1329791247844696
114,110,αγρος,"fields, lands",,αγρος,anger,0.14178161323070526
115,111,αγροτηρ,rustic,,αγροτηρ,anticipation,0.13065868616104126
116,112,αγροτα,"a country-man, rustic",,αγροτα,surprise,0.1309674233198166
117,113,αγροφυλαξ,a watcher of the country,,αγροφυλαξ,anger,0.1370324194431305
118,114,αγρυπνια,"sleeplessness, waking, watching",,αγρυπνια,fear,0.13960619270801544
119,115,αγρωστις,a grass that mules fed on,,αγρωστις,anger,0.134415403008461
120,116,αγρωτης,wild,,αγρωτης,anger,0.13464105129241943
121,117,ᾰγυια,"a street, highway",,ᾰγυια,trust,0.1345689594745636
122,118,ᾰγυιατις,of Apollo Agyieus,,ᾰγυιατις,trust,0.1277361512184143
123,119,αγυιατ,guardian of the streets,,αγυιατ,anger,0.13567620515823364
124,120,αγυμνᾰσια,want of training,,αγυμνᾰσια,trust,0.13151410222053528
125,121,αγῠρις,"a gathering, crowd",,αγῠρις,anticipation,0.13000211119651794
126,122,αγῠρμος,,,αγῠρμος,anger,0.139797642827034
127,123,αγῠρτης,a collector,,αγῠρτης,anger,0.13222508132457733
128,124,αγχινοια,"readiness of mind, ready wit, sagacity",,αγχινοια,fear,0.13497032225131989
129,125,αγχιπολις,"near the city, dwelling hard by",,αγχιπολις,sadness,0.14228124916553497
130,126,αγχιστεια,nearness of kin,,αγχιστεια,anger,0.13718163967132568
131,127,αγχιστευς,closely akin,,αγχιστευς,anger,0.142027348279953
132,128,αγχιστηρ,"one who brings near, the immediate author",,αγχιστηρ,anticipation,0.14880335330963135
133,129,αγχονη,"a throttling, strangling, hanging",,αγχονη,fear,0.134613499045372
134,130,αγωγευς,one that draws,,αγωγευς,anger,0.13775628805160522
135,131,αγωγη,"a carrying away, carriage",,αγωγη,sadness,0.1319832056760788
136,132,αγωγιον,the load of a wagon,,αγωγιον,anger,0.1410120725631714
137,133,αγωναρχης,judge of a contest,,αγωναρχης,joy,0.12998153269290924
138,134,ᾰγωνια,"a contest, struggle for victory",,ᾰγωνια,fear,0.13360537588596344
139,135,αγωνῐσις,contest for a prize,,αγωνῐσις,joy,0.13214050233364105
140,136,αγωνισμ,a contest,,αγωνισμ,fear,0.13152563571929932
141,137,αγωνισμος,rivalry,,αγωνισμος,sadness,0.1360378861427307
142,138,αγωνιστης,a rival,,αγωνιστης,joy,0.12959732115268707
143,139,αγωνοθεσια,the office of,,αγωνοθεσια,anger,0.13261105120182037
144,140,αγωνοθετης,"judge of the contests, director of the games",,αγωνοθετης,trust,0.1364954262971878
145,141,ᾰγων,"a number of people brought together, a gathering, assembly",,ᾰγων,joy,0.136495441198349
146,142,αδᾰημονια,ignorance,,αδᾰημονια,sadness,0.1430157870054245
147,143,αδει,freedom from fear,,αδει,anger,0.13637545704841614
148,144,αδελφη,a sister,,αδελφη,fear,0.1341686099767685
149,145,αδελφιδους,a brother's,,αδελφιδους,trust,0.1292840838432312
150,146,αδελφιδη,a brother's,,αδελφιδη,trust,0.14083336293697357
151,147,αδελφιδιον,,,αδελφιδιον,trust,0.13281673192977905
152,148,αδελφος,sons of the same mother,,αδελφος,joy,0.13251103460788727
153,149,αδελφοτης,the brotherhood,,αδελφοτης,anger,0.13270169496536255
154,150,αδηλια,uncertainty,,αδηλια,fear,0.13018912076950073
155,151,αδημονια,"trouble, distress",,αδημονια,anticipation,0.13686145842075348
156,152,αδηρις,without strife,,αδηρις,anger,0.13735809922218323
157,153,τωδ,Hades,,τωδ,joy,0.13769948482513428
158,154,αδιαφθορια,"incorruption, uprightness",,αδιαφθορια,sadness,0.13494029641151428
159,155,αδικημ,"a wrong done, a wrong",,αδικημ,surprise,0.12874801456928253
160,156,ᾰδῐκια,"wrong-doing, injustice",,ᾰδῐκια,fear,0.12958815693855286
161,157,αδικιον,"a wrong, wrong-dealing",,αδικιον,anger,0.13406765460968018
162,158,αδμης,untamed,,αδμης,anger,0.13908523321151733
163,159,αδολεσχης,talking to satiety.,,αδολεσχης,sadness,0.13091100752353668
164,160,αδολεσχια,"garrulity, idle talk",,αδολεσχια,sadness,0.13420569896697998
165,161,αδοξια,"ill-repute, disgrace",,αδοξια,trust,0.14115601778030396
166,162,αδος,satio,,αδος,trust,0.13958071172237396
167,163,αδρηστεια,the Inevitable,,αδρηστεια,trust,0.13474027812480927
168,164,αδρια,the Adriatic,,αδρια,trust,0.13261564075946808
169,165,αδροσυνη,,,αδροσυνη,trust,0.1327764093875885
170,166,αδροτης,strength,,αδροτης,anger,0.13125917315483093
171,167,αδρυας,"a kind of nymph, Hamadryad",,αδρυας,anger,0.13293661177158356
172,168,αδῠνᾰμια,want of strength,,αδῠνᾰμια,trust,0.13027068972587585
173,169,αδῠνᾰσια,,,αδῠνᾰσια,surprise,0.13116087019443512
174,170,ᾰδῠτον,the innermost sanctuary,,ᾰδῠτον,anger,0.13507075607776642
175,171,αδωνι,the mourning for Adonis,,αδωνι,trust,0.13552546501159668
176,172,αδωνις,Adonis,,αδωνις,trust,0.13757160305976868
177,173,αδων,,,αδων,trust,0.15187479555606842
178,174,αδωτης,one who gives nothing,,αδωτης,trust,0.1381089985370636
179,175,αειγενετης,"everlasting, immortal",,αειγενετης,fear,0.1342582106590271
180,176,αεικιη,"unseemly treatment, outrage",,αεικιη,anticipation,0.13580550253391266
181,177,αειλογια,a continual talking,,αειλογια,joy,0.1423506736755371
182,178,αεινηστις,ever-fasting,,αεινηστις,anger,0.13343027234077454
183,179,ασμ,,,ασμ,trust,0.13808564841747284
184,179,ασμ,,,ασμ,trust,0.13808564841747284
185,180,αειφῠγια,perpetual exile,,αειφῠγια,anticipation,0.1372372806072235
186,181,αελλη,"a stormy wind, whirlwind, eddy",,αελλη,trust,0.14455117285251617
187,182,αελλας,,,αελλας,joy,0.13606677949428558
188,183,αελλα,eddying,,αελλα,trust,0.14095337688922882
189,184,αελλοπος,"storm-footed, storm-swift",,αελλοπος,trust,0.14081566035747528
190,185,αελλω,storm,,αελλω,joy,0.12922072410583496
191,186,ᾰελπτια,an unlooked for event,,ᾰελπτια,anger,0.13106733560562134
192,187,αεργιη,"a not working, idleness",,αεργιη,anger,0.13659906387329102
193,188,αεροβατης,one who walks the air,,αεροβατης,anger,0.1313830465078354
194,189,αεροκοραξ,an air-raven,,αεροκοραξ,trust,0.13762006163597107
195,190,αεροκωνωψ,an air-gnat,,αεροκωνωψ,anticipation,0.1416284590959549
196,191,αερομᾰχια,an air-battle,,αερομᾰχια,anger,0.13273508846759796
197,192,αερσιποτης,high-soaring,,αερσιποτης,trust,0.1361120492219925
198,193,αερσιπος,"lifting the feet, brisk-trotting",,αερσιπος,trust,0.13578109443187714
199,194,αεσιφροσυνη,"silliness, folly",,αεσιφροσυνη,anticipation,0.1411997377872467
200,195,ᾱετος,an eagle,,ᾱετος,joy,0.13374024629592896
201,196,αετοφορος,a standard-bearer,,αετοφορος,joy,0.13344521820545197
202,197,αζη,drought,,αζη,trust,0.13275857269763947
203,198,αζηλια,freedom from jealousy,,αζηλια,anticipation,0.13570258021354675
204,199,αζυξ,"unyoked, unpaired, unmarried",,αζυξ,anger,0.13850882649421692
205,200,αηδια,"unpleasantness, nauseousness",,αηδια,surprise,0.1364051103591919
206,201,αηδονιδευς,a young nightingale,,αηδονιδευς,joy,0.13644325733184814
207,202,αδονις,a nightingale,,αδονις,sadness,0.13617996871471405
208,203,αηδω,the songstress,,αηδω,trust,0.13470108807086945
209,204,αηθια,unaccustomedness,,αηθια,anticipation,0.13046011328697205
210,204,αηθια,unaccustomedness,,αηθια,anticipation,0.13046011328697205
211,205,αηθια,,,αηθια,anticipation,0.13046011328697205
212,205,αηθια,,,αηθια,anticipation,0.13046011328697205
213,206,αημα,"a blast, gale",,αημα,anger,0.13634397089481354
214,207,ᾱηρ,"the lower air, the air",,ᾱηρ,anger,0.13414224982261658
215,208,αησις,a blowing,,αησις,trust,0.1321386694908142
216,209,αητη,,,αητη,trust,0.13475021719932556
217,210,αηθ,"a blast, gale",,αηθ,anger,0.13575060665607452
218,211,αθᾰνᾰσια,immortality,,αθᾰνᾰσια,sadness,0.1351359486579895
219,212,αθαρη,groats,,αθαρη,anger,0.1371431201696396
220,213,ᾰθεμις,lawless,,ᾰθεμις,joy,0.13574357330799103
221,214,αθεοτης,ungodliness,,αθεοτης,anger,0.13177308440208435
222,215,αθεραπευσια,neglect of,,αθεραπευσια,joy,0.13671334087848663
223,216,αθηναιον,the temple of Athena,,αθηναιον,joy,0.13467268645763397
224,217,αθηνα,the city of Athens,,αθηνα,sadness,0.1359221637248993
225,217,αθηνα,the city of Athens,,αθηνα,sadness,0.1359221637248993
226,218,αθηνα,Athena,,αθηνα,sadness,0.1359221637248993
227,218,αθηνα,Athena,,αθηνα,sadness,0.1359221637248993
228,219,αθηρηλοιγος,consumer of ears of corn,,αθηρηλοιγος,anger,0.12877187132835388
229,220,αθηρ,an ear of corn,,αθηρ,trust,0.14631186425685883
230,221,αθλημα,a contest,,αθλημα,fear,0.13946053385734558
231,222,αθλησις,"a contest, struggle",,αθλησις,trust,0.13292042911052704
232,223,αθλητης,a prizefighter,,αθλητης,trust,0.14126595854759216
233,224,αθλιοτης,"suffering, wretchedness",,αθλιοτης,disgust,0.13440099358558655
234,225,αθλοθετης,"one who awards the prize, the judge",,αθλοθετης,joy,0.13992923498153687
235,226,αθλον,the prize of contest,,αθλον,trust,0.14005552232265472
236,227,αθλος,a contest for a prize,,αθλος,sadness,0.13026492297649384
237,228,αθλοσυνη,,,αθλοσυνη,sadness,0.1393653303384781
238,229,αθροισις,"a gathering, mustering",,αθροισις,anger,0.13320039212703705
239,230,αθροισμ,a gathering,,αθροισμ,fear,0.1401987373828888
240,231,αθῡμια,"want of heart, faintheartedness",,αθῡμια,anger,0.13254614174365997
241,232,ᾰθυρμα,"a plaything, toy: a delight, joy",,ᾰθυρμα,anger,0.1384923905134201
242,233,αθῠροστομια,,,αθῠροστομια,joy,0.12940573692321777
243,234,αθως,mount Athos,,αθως,anger,0.13125081360340118
244,235,αιαγμα,a wail,,αιαγμα,fear,0.13604697585105896
245,236,αιακιδα,son of Aeacus,,αιακιδα,trust,0.14105072617530823
246,237,αι,,,αι,sadness,0.1317416876554489
247,238,αιᾱς,Ajax,,αιᾱς,trust,0.13190433382987976
248,239,αιγαγρος,the wild goat,,αιγαγρος,fear,0.13126525282859802
249,240,αιγαιων,Aegaeon,,αιγαιων,trust,0.14022138714790344
250,241,αιγᾰνεη,"a hunting-spear, javelin",,αιγᾰνεη,sadness,0.13805216550827026
251,242,αιγειρος,the poplar,,αιγειρος,anticipation,0.1288781613111496
252,243,αιγελατης,a goatherd,,αιγελατης,joy,0.1346285194158554
253,244,αιγιαλιτης,one who haunts the shore,,αιγιαλιτης,sadness,0.1336086541414261
254,245,αιγιᾰλος,"the sea-shore, beach, strand",,αιγιᾰλος,anticipation,0.13317938148975372
255,246,αιγιβοσις,a goat-pasture,,αιγιβοσις,anger,0.13107942044734955
256,247,αιγιβοτης,feeding goats,,αιγιβοτης,anticipation,0.13394160568714142
257,248,αιγιθᾱλος,the titmouse,,αιγιθᾱλος,anticipation,0.1339440792798996
258,249,αιγικορης,goatherds,,αιγικορης,fear,0.14047743380069733
259,250,αιγιλιψ,destitute even of goats,,αιγιλιψ,sadness,0.13391296565532684
260,251,αιγῐλος,a herb of which goats are fond,,αιγῐλος,trust,0.13846638798713684
261,252,αιγιναιη,Aegina,,αιγιναιη,trust,0.14460113644599915
262,253,αιγιν,Aegina,,αιγιν,trust,0.13089929521083832
263,254,αιγινητα,an Aeginetan,,αιγινητα,joy,0.13983584940433502
264,255,αιγῐνομευς,a goatherd,,αιγῐνομευς,anger,0.1332678198814392
265,256,αιγιπους,goat-footed,,αιγιπους,anger,0.13250483572483063
266,257,αιγιπυρον,a plant,,αιγιπυρον,fear,0.1362117975950241
267,258,αιγις,the aegis,,αιγις,joy,0.13361366093158722
268,259,αιγλη,"the light of the sun, radiance",,αιγλη,fear,0.1373215913772583
269,260,αιγοκερως,goat-horned,,αιγοκερως,anger,0.13812725245952606
270,261,αιγονυξ,,,αιγονυξ,disgust,0.13078603148460388
271,262,αιγοποδης,,,αιγοποδης,anticipation,0.13859564065933228
272,263,αιγῠπιος,a vulture,,αιγῠπιος,anticipation,0.132393941283226
273,264,αιγυπτος,the river Nile,,αιγυπτος,sadness,0.1318914294242859
274,265,αιγωνυξ,goat-hoofed,,αιγωνυξ,trust,0.1316620409488678
275,266,αιδεσις,respect,,αιδεσις,sadness,0.13151158392429352
276,267,αιδοιον,"the genitals, pudenda",,αιδοιον,anticipation,0.13598975539207458
277,268,αιδριη,"want of knowledge, ignorance",,αιδριη,trust,0.14022555947303772
278,269,αιδρις,"unknowing, ignorant",,αιδρις,trust,0.14781571924686432
279,270,αιδως,"a sense of shame, shame, modesty, self-respect",,αιδως,trust,0.14096587896347046
280,271,αιζηιος,"strong, lusty, vigorous",,αιζηιος,fear,0.13799938559532166
281,272,αιθαλη,soot,,αιθαλη,trust,0.13349419832229614
282,273,αιθαλιων,"swarthy, dusky",,αιθαλιων,trust,0.13553115725517273
283,274,αιθᾰλος,soot,,αιθᾰλος,trust,0.13669294118881226
284,275,αιθηρ,"ether, the brighter purer air, the sky",,αιθηρ,trust,0.1327102929353714
285,276,αιθιοπιη,Ethiopia,,αιθιοπιη,fear,0.1327705979347229
286,277,αιθῐοψ,burnt-face,,αιθῐοψ,trust,0.13386908173561096
287,278,αιθος,"a burning heat, fire",,αιθος,sadness,0.13297641277313232
288,279,αιθουσα,the corridor,,αιθουσα,trust,0.13440804183483124
289,280,αιθοψ,fiery-looking,,αιθοψ,trust,0.13194966316223145
290,281,αιθρηγενετης,"born in ether, sprung from ether",,αιθρηγενετης,fear,0.1339174062013626
291,282,αιθρη,"clear sky, fair weather",,αιθρη,trust,0.13818959891796112
292,283,αιθριη,in clear weather,,αιθριη,trust,0.1423233598470688
293,284,αιθρος,the clear chill air,,αιθρος,sadness,0.13686902821063995
294,285,αιθυια,a gull,,αιθυια,sadness,0.1396501213312149
295,286,αιθυκτηρ,one that darts swiftly,,αιθυκτηρ,fear,0.1399633139371872
296,287,αιθων,"fiery, burning, blazing",,αιθων,trust,0.12918399274349213
297,288,αικη,"rapid flight, rush, impetus",,αικη,trust,0.1329256147146225
298,289,αικια,"injurious treatment, an affront, outrage",,αικια,joy,0.1378093808889389
299,290,αικισμ,"an outrage, torture",,αικισμ,anger,0.13426168262958527
300,291,αικισμος,,,αικισμος,fear,0.1349164843559265
301,292,αιλουρος,a cat,,αιλουρος,anger,0.13116750121116638
302,293,αιμ,blood,,αιμ,anticipation,0.12834136188030243
303,294,αιμᾰσια,a wall,,αιμᾰσια,sadness,0.13704265654087067
304,295,αιμας,a gush,,αιμας,anger,0.13411006331443787
305,296,αιμᾰτεκχυσια,shedding of blood,,αιμᾰτεκχυσια,anticipation,0.1373453140258789
306,297,αιμᾰτοπωτης,a blood-drinker,,αιμᾰτοπωτης,anger,0.13222050666809082
307,298,αιματοχαρμης,delighting in blood,,αιματοχαρμης,sadness,0.13413023948669434
308,299,αιμᾰτωψ,,,αιμᾰτωψ,anticipation,0.13529668748378754
309,300,αιμορροια,a discharge of blood,,αιμορροια,trust,0.13187754154205322
310,301,αιμυλια,"winning, wily ways",,αιμυλια,anger,0.13385382294654846
311,302,αιμῠλομητης,of winning wiles,,αιμῠλομητης,fear,0.1294570118188858
312,303,αιμων,skilful in,,αιμων,joy,0.13703425228595734
313,304,αιναρετα,terribly brave,,αιναρετα,trust,0.1407179981470108
314,305,αινεσις,praise,,αινεσις,joy,0.13692975044250488
315,306,αινη,"praise, fame",,αινη,trust,0.1543961465358734
316,307,αινιγμ,"a dark saying, riddle",,αινιγμ,anger,0.13904687762260437
317,308,αινιγμος,a riddle,,αινιγμος,trust,0.13595585525035858
318,309,αινοβιης,awefully strong,,αινοβιης,joy,0.13225874304771423
319,310,αινολεων,a dreadful lion,,αινολεων,trust,0.13733212649822235
320,311,αινολῠκος,a horrible wolf,,αινολῠκος,trust,0.13576559722423553
321,312,αινοπᾰρις,unlucky Paris,,αινοπᾰρις,trust,0.131121426820755
322,313,αινοπατηρ,unhappy father,,αινοπατηρ,anger,0.13156190514564514
323,314,αινος,"a tale, story",,αινος,trust,0.14113344252109528
324,315,αινοτοκεια,unhappy in being a mother,,αινοτοκεια,sadness,0.13266174495220184
325,316,αινοτυραννος,a dreadful tyrant,,αινοτυραννος,anticipation,0.1291246861219406
326,317,αιξ,a goat,,αιξ,anger,0.13607703149318695
327,318,αιολις,an Aeolian,,αιολις,trust,0.13151274621486664
328,319,αιολοβροντα,wielder of lightning,,αιολοβροντα,anger,0.13282285630702972
329,320,αιολοθωρηξ,with glancing breastplate,,αιολοθωρηξ,anticipation,0.13722482323646545
330,321,αιολομητις,full of various wiles,,αιολομητις,anger,0.13227510452270508
331,322,αιολομιτρης,with glancing,,αιολομιτρης,joy,0.1298944503068924
332,323,αιπολιον,a herd of goats,,αιπολιον,trust,0.13811063766479492
333,324,αιπολος,a goatherd,,αιπολος,fear,0.13201744854450226
334,325,αιπος,"a height, a steep",,αιπος,trust,0.14237985014915466
335,326,αιπυμητα,with high thoughts,,αιπυμητα,trust,0.1376999169588089
336,327,αιρεσις,a taking especially,,αιρεσις,anticipation,0.13608984649181366
337,328,αῑρος,unhappy Irus,,αῑρος,anger,0.13578470051288605
338,329,αις,the goddess of destiny,,αις,trust,0.12918199598789215
339,330,αισθημα,perception of,,αισθημα,trust,0.13644595444202423
340,331,αισθησις,perception by the senses,,αισθησις,sadness,0.13018681108951569
341,332,αισθητηριον,an organ of sense,,αισθητηριον,anticipation,0.13469260931015015
342,333,αισιμια,happiness,,αισιμια,sadness,0.1298997700214386
343,334,αιστωρ,"unknowing, unconscious",,αιστωρ,trust,0.14715918898582458
344,335,αισυμνητεια,an elective monarchy,,αισυμνητεια,fear,0.13020065426826477
345,336,αισυμνητηρ,a prince,,αισυμνητηρ,fear,0.1344723105430603
346,337,αισυμνητης,a regulator,,αισυμνητης,joy,0.12922066450119019
347,338,αισχος,"shame, disgrace",,αισχος,anticipation,0.13833437860012054
348,339,αισχροκερδια,base covetousness,,αισχροκερδια,sadness,0.14824776351451874
349,340,αισχρολογια,"foul language, abuse",,αισχρολογια,anticipation,0.13235066831111908
350,341,αισχρομητις,forming base designs,,αισχρομητις,sadness,0.13839717209339142
