sequence,translation,emotionbert sentiment,emotionbert confidence,greekbert v2 sentiment,greekbert v2 confidence,same sentiment,confidence diff (enhanced - original)
ᾰγυια,"a street, highway",Joy,0.9843893647193908,Joy,0.999970555305481,True,0.015581190586090199
ᾰγυιατις,of Apollo Agyieus,Joy,0.888886034488678,Joy,0.9999693632125854,True,0.11108332872390747
αγυιατ,guardian of the streets,Joy,0.9021161198616028,Joy,0.999962568283081,True,0.09784644842147827
αγυμνᾰσια,want of training,Fear,0.4113178849220276,Joy,0.9999696016311646,False,0.588651716709137
αγῠρις,"a gathering, crowd",Fear,0.5249847769737244,Disgust,0.9999656677246094,False,0.474980890750885
αγῠρμος,nan,Fear,0.6993231177330017,Disgust,0.9999396800994872,False,0.3006165623664855
αγῠρτης,a collector,Fear,0.8285328149795532,Disgust,0.9999498128890992,False,0.171416997909546
αγχινοια,"readiness of mind, ready wit, sagacity",Trust,0.3825740814208984,Trust,0.9747479557991028,True,0.5921738743782043
αγχιπολις,"near the city, dwelling hard by",Joy,0.9627875089645386,Joy,0.9999655485153198,True,0.03717803955078125
αγχιστεια,nearness of kin,Trust,0.7737810015678406,Trust,0.9998347759246826,True,0.22605377435684204
αγχιστευς,closely akin,Trust,0.447268009185791,Trust,0.999935507774353,True,0.552667498588562
αγχιστηρ,"one who brings near, the immediate author",Fear,0.9699596762657166,Fear,0.9999885559082032,True,0.030028879642486683
αγχονη,"a throttling, strangling, hanging",Disgust,0.4709897339344024,Fear,0.9959012866020204,False,0.524911552667618
αγωγευς,one that draws,Disgust,0.7762701511383057,Disgust,0.999963402748108,True,0.22369325160980236
αγωγη,"a carrying away, carriage",Trust,0.6170700192451477,Trust,0.99988055229187,True,0.3828105330467223
αγωγιον,the load of a wagon,Fear,0.6383060216903687,Disgust,0.9999552965164183,False,0.3616492748260497
αγωναρχης,judge of a contest,Joy,0.6741026639938354,Joy,0.9999605417251588,True,0.32585787773132335
ᾰγωνια,"a contest, struggle for victory",Fear,0.7338104844093323,Fear,0.9999876022338868,True,0.26617711782455455
αγωνῐσις,contest for a prize,Disgust,0.6571519374847412,Joy,0.6187968850135803,False,-0.03835505247116089
αγωνισμ,a contest,Joy,0.5430288314819336,Joy,0.9999630451202391,True,0.45693421363830555
αγωνισμος,rivalry,Sadness,0.4817671179771423,Joy,0.999657392501831,False,0.5178902745246887
αγωνιστης,a rival,Disgust,0.5961337089538574,Disgust,0.9999583959579468,True,0.40382468700408936
αγωνοθεσια,the office of,Trust,0.8753194212913513,Trust,0.9998449087142944,True,0.12452548742294312
αγωνοθετης,"judge of the contests, director of the games",Disgust,0.6982793807983398,Disgust,0.5252199172973633,True,-0.17305946350097656
ᾰγων,"a number of people brought together, a gathering, assembly",Joy,0.94848370552063,Joy,0.9999699592590332,True,0.05148625373840321
αδᾰημονια,ignorance,Disgust,0.6647840738296509,Disgust,0.9987857937812804,True,0.3340017199516295
αδει,freedom from fear,Disgust,0.4232166111469269,Joy,0.9995121955871582,False,0.5762955844402313
αδελφη,a sister,Joy,0.5395455956459045,Joy,0.9999334812164308,True,0.46038788557052623
αδελφιδους,a brother's,Joy,0.9160227179527284,Disgust,0.924261748790741,False,0.008239030838012584
αδελφιδη,a brother's,Joy,0.8757239580154419,Disgust,0.9286854863166808,False,0.0529615283012389
αδελφιδιον,nan,Joy,0.8517985939979553,Disgust,0.9992536902427672,False,0.1474550962448119
αδελφος,sons of the same mother,Joy,0.663396418094635,Sadness,0.9974144697189332,False,0.3340180516242982
αδελφοτης,the brotherhood,Disgust,0.4460840225219726,Joy,0.999014973640442,False,0.5529309511184695
αδηλια,uncertainty,Disgust,0.8713197112083435,Disgust,0.999964952468872,True,0.12864524126052845
αδημονια,"trouble, distress",Disgust,0.9687026143074036,Disgust,0.999963641166687,True,0.03126102685928345
αδηρις,without strife,Disgust,0.9726491570472716,Disgust,0.9999668598175048,True,0.027317702770233154
τωδ,Hades,Anger,0.6535277962684631,Joy,0.9995988011360168,False,0.3460710048675537
αδιαφθορια,"incorruption, uprightness",Disgust,0.9663654565811156,Disgust,0.9999663829803468,True,0.03360092639923118
αδικημ,"a wrong done, a wrong",Disgust,0.8825569748878479,Joy,0.5305799245834351,False,-0.35197705030441284
ᾰδῐκια,"wrong-doing, injustice",Disgust,0.871955156326294,Disgust,0.9999656677246094,True,0.12801051139831543
αδικιον,"a wrong, wrong-dealing",Joy,0.9376073479652404,Joy,0.9999622106552124,True,0.062354862689972035
αδμης,untamed,Joy,0.8832650780677795,Joy,0.9999657869338988,True,0.11670070886611927
αδολεσχης,talking to satiety.,Joy,0.6078932881355286,Joy,0.99988055229187,True,0.39198726415634144
αδολεσχια,"garrulity, idle talk",Disgust,0.4349024891853332,Disgust,0.8165993094444275,True,0.3816968202590943
αδοξια,"ill-repute, disgrace",Disgust,0.9601696729660034,Disgust,0.9999675750732422,True,0.03979790210723877
αδος,satio,Disgust,0.4335320591926574,Joy,0.9707233905792236,False,0.5371913313865662
αδρηστεια,the Inevitable,Joy,0.9712093472480774,Joy,0.99967360496521,True,0.02846425771713257
αδρια,the Adriatic,Disgust,0.6586374044418335,Disgust,0.9999665021896362,True,0.34132909774780273
αδροσυνη,nan,Disgust,0.9064735770225524,Disgust,0.9939326643943788,True,0.0874590873718264
αδροτης,strength,Disgust,0.5869743824005127,Disgust,0.9999639987945556,True,0.41298961639404286
αδρυας,"a kind of nymph, Hamadryad",Disgust,0.9435367584228516,Disgust,0.9999674558639526,True,0.056430697441101074
αδῠνᾰμια,want of strength,Disgust,0.7620964050292969,Disgust,0.989651083946228,True,0.22755467891693115
αδῠνᾰσια,nan,Disgust,0.9691004157066344,Disgust,0.9999665021896362,True,0.03086608648300182
ᾰδῠτον,the innermost sanctuary,Disgust,0.8743870854377747,Disgust,0.9999691247940063,True,0.1255820393562317
αδωνι,the mourning for Adonis,Joy,0.9417951703071594,Joy,0.9999662637710572,True,0.058171093463897816
αδωνις,Adonis,Joy,0.8866866230964661,Joy,0.9999669790267944,True,0.11328035593032837
αδων,nan,Disgust,0.6101691722869873,Joy,0.999959111213684,False,0.38978993892669667
αδωτης,one who gives nothing,Joy,0.8121320605278015,Joy,0.9999524354934692,True,0.18782037496566772
αειγενετης,"everlasting, immortal",Joy,0.676066517829895,Joy,0.9999663829803468,True,0.32389986515045177
αεικιη,"unseemly treatment, outrage",Joy,0.4559715390205383,Joy,0.9999701976776124,True,0.5439986586570742
αειλογια,a continual talking,Sadness,0.3416827917098999,Joy,0.9998456239700316,False,0.6581628322601317
αεινηστις,ever-fasting,Joy,0.590204656124115,Joy,0.999942660331726,True,0.409738004207611
ασμ,nan,Disgust,0.6343787908554077,Joy,0.9999665021896362,False,0.3655877113342285
αειφῠγια,perpetual exile,Joy,0.7517340779304504,Joy,0.9998383522033693,True,0.2481042742729188
αελλη,"a stormy wind, whirlwind, eddy",Disgust,0.7876480221748352,Joy,0.99995756149292,False,0.21230953931808483
αελλας,nan,Disgust,0.7772067189216614,Joy,0.9999594688415528,False,0.22275274991989147
αελλα,eddying,Disgust,0.8422644138336182,Joy,0.9999691247940063,False,0.15770471096038818
αελλοπος,"storm-footed, storm-swift",Disgust,0.755204439163208,Disgust,0.9974408149719238,True,0.24223637580871582
αελλω,storm,Joy,0.8243151903152466,Joy,0.9999668598175048,True,0.1756516695022582
ᾰελπτια,an unlooked for event,Disgust,0.9468255043029784,Disgust,0.9999583959579468,True,0.05313289165496837
αεργιη,"a not working, idleness",Disgust,0.9704077243804932,Disgust,0.9999674558639526,True,0.029559731483459473
αεροβατης,one who walks the air,Disgust,0.5997588634490967,Disgust,0.999675154685974,True,0.39991629123687733
αεροκοραξ,an air-raven,Disgust,0.9547420144081116,Disgust,0.9999688863754272,True,0.045226871967315674
αεροκωνωψ,an air-gnat,Fear,0.4903861880302429,Fear,0.999970555305481,True,0.509584367275238
αερομᾰχια,an air-battle,Fear,0.7193507552146912,Disgust,0.9988799691200256,False,0.2795292139053345
αερσιποτης,high-soaring,Disgust,0.9720317721366882,Disgust,0.999969482421875,True,0.027937710285186768
αερσιπος,"lifting the feet, brisk-trotting",Disgust,0.9605399966239928,Disgust,0.9999696016311646,True,0.03942960500717174
αεσιφροσυνη,"silliness, folly",Disgust,0.8143505454063416,Trust,0.9997915625572203,False,0.1854410171508788
ᾱετος,an eagle,Disgust,0.7792121171951294,Disgust,0.9999687671661376,True,0.2207566499710082
αετοφορος,a standard-bearer,Disgust,0.9364591240882874,Disgust,0.99996817111969,True,0.0635090470314027
αζη,drought,Disgust,0.8748667240142822,Disgust,0.9999464750289916,True,0.12507975101470936
αζηλια,freedom from jealousy,Disgust,0.9448755383491516,Disgust,0.99996817111969,True,0.05509263277053844
αζυξ,"unyoked, unpaired, unmarried",Disgust,0.9297428131103516,Disgust,0.9999690055847168,True,0.07022619247436523
αηδια,"unpleasantness, nauseousness",Disgust,0.9225558042526244,Disgust,0.9999402761459352,True,0.07738447189331077
αηδονιδευς,a young nightingale,Joy,0.77277010679245,Joy,0.999822199344635,True,0.22705209255218506
αδονις,a nightingale,Joy,0.7833667993545532,Disgust,0.9999183416366576,False,0.21655154228210438
αηδω,the songstress,Joy,0.9012356996536256,Joy,0.999970316886902,True,0.09873461723327637
αηθια,unaccustomedness,Joy,0.8969141840934753,Joy,0.999946117401123,True,0.1030319333076477
αηθια,nan,Joy,0.8969141840934753,Joy,0.999946117401123,True,0.1030319333076477
αημα,"a blast, gale",Disgust,0.8130490183830261,Disgust,0.9978253841400146,True,0.18477636575698853
ᾱηρ,"the lower air, the air",Disgust,0.521126389503479,Joy,0.9999653100967408,False,0.47883892059326183
αησις,a blowing,Disgust,0.6660885810852051,Joy,0.9954853057861328,False,0.32939672470092773
αητη,nan,Disgust,0.6830185055732727,Joy,0.9999624490737916,False,0.3169439435005189
αηθ,"a blast, gale",Joy,0.9736213088035583,Joy,0.999968647956848,True,0.026347339153289684
αθᾰνᾰσια,immortality,Joy,0.9707029461860656,Joy,0.999964714050293,True,0.029261767864227406
αθαρη,groats,Joy,0.9630144238471984,Joy,0.9999696016311646,True,0.036955177783966175
ᾰθεμις,lawless,Disgust,0.9877701997756958,Disgust,0.9999696016311646,True,0.01219940185546875
αθεοτης,ungodliness,Disgust,0.8870850205421448,Disgust,0.9999700784683228,True,0.11288505792617798
αθεραπευσια,neglect of,Disgust,0.9864773750305176,Disgust,0.999968647956848,True,0.013491272926330455
αθηναιον,the temple of Athena,Joy,0.9740945100784302,Joy,0.999969482421875,True,0.025874972343444824
αθηνα,the city of Athens,Joy,0.6805294156074524,Joy,0.9999607801437378,True,0.3194313645362854
αθηνα,Athena,Joy,0.6805294156074524,Joy,0.9999607801437378,True,0.3194313645362854
αθηρηλοιγος,consumer of ears of corn,Disgust,0.2557876706123352,Joy,0.9999669790267944,False,0.7441793084144592
αθηρ,an ear of corn,Joy,0.9241403937339784,Joy,0.9999672174453736,True,0.07582682371139526
αθλημα,a contest,Joy,0.7438542246818542,Joy,0.9999432563781738,True,0.2560890316963196
αθλησις,"a contest, struggle",Joy,0.4925130903720855,Joy,0.9976444840431212,True,0.5051313936710358
αθλητης,a prizefighter,Trust,0.4598971009254455,Joy,0.999962568283081,False,0.5400654673576355
αθλιοτης,"suffering, wretchedness",Joy,0.7711570858955383,Disgust,0.9999555349349976,False,0.22879844903945923
αθλοθετης,"one who awards the prize, the judge",Joy,0.8408381342887878,Joy,0.8622018098831177,True,0.021363675594329834
αθλον,the prize of contest,Joy,0.8871339559555054,Joy,0.999967098236084,True,0.11283314228057861
αθλος,a contest for a prize,Joy,0.95414137840271,Joy,0.9999659061431884,True,0.045824527740478405
αθλοσυνη,nan,Joy,0.6961119174957275,Joy,0.9999569654464722,True,0.30384504795074463
αθροισις,"a gathering, mustering",Disgust,0.7564374208450317,Disgust,0.9999626874923706,True,0.24352526664733887
αθροισμ,a gathering,Fear,0.7525485157966614,Disgust,0.8085073828697205,False,0.05595886707305908
αθῡμια,"want of heart, faintheartedness",Disgust,0.9508274793624878,Joy,0.999643325805664,False,0.04881584644317616
ᾰθυρμα,"a plaything, toy: a delight, joy",Disgust,0.8581548929214478,Disgust,0.9999701976776124,True,0.14181530475616466
αθῠροστομια,nan,Disgust,0.9767442941665648,Disgust,0.9999687671661376,True,0.023224472999572754
αθως,mount Athos,Joy,0.8816021680831909,Joy,0.9999657869338988,True,0.1183636188507079
αιαγμα,a wail,Fear,0.5642880797386169,Fear,0.996655821800232,True,0.4323677420616151
αιακιδα,son of Aeacus,Joy,0.7499078512191772,Joy,0.9999701976776124,True,0.25006234645843517
αι,nan,Joy,0.4891102015972137,Joy,0.9999637603759766,True,0.5108535587787628
αιᾱς,Ajax,Joy,0.921554446220398,Joy,0.9999632835388184,True,0.07840883731842041
αιγαγρος,the wild goat,Disgust,0.6725316047668457,Disgust,0.9953593611717224,True,0.3228277564048767
αιγαιων,Aegaeon,Joy,0.9800668954849244,Joy,0.9999691247940063,True,0.01990222930908192
αιγᾰνεη,"a hunting-spear, javelin",Fear,0.4271397590637207,Joy,0.8605280518531799,False,0.43338829278945923
αιγειρος,the poplar,Joy,0.487684816122055,Trust,0.7252694964408875,False,0.23758468031883245
αιγελατης,a goatherd,Fear,0.525133490562439,Disgust,0.9999673366546632,False,0.47483384609222423
αιγιαλιτης,one who haunts the shore,Disgust,0.4325034618377685,Disgust,0.9999657869338988,True,0.5674623250961304
αιγιᾰλος,"the sea-shore, beach, strand",Disgust,0.6573109030723572,Disgust,0.9999537467956544,True,0.34264284372329723
αιγιβοσις,a goat-pasture,Disgust,0.4542728960514068,Joy,0.9999562501907348,False,0.545683354139328
αιγιβοτης,feeding goats,Disgust,0.4773063063621521,Joy,0.9999682903289796,False,0.5226619839668275
αιγιθᾱλος,the titmouse,Disgust,0.9011412858963012,Disgust,0.999968409538269,True,0.09882712364196788
αιγικορης,goatherds,Fear,0.5746480226516724,Fear,0.9831589460372924,True,0.40851092338562
αιγιλιψ,destitute even of goats,Fear,0.8412757515907288,Fear,0.9998923540115356,True,0.15861660242080688
αιγῐλος,a herb of which goats are fond,Joy,0.938706398010254,Joy,0.9714809656143188,True,0.03277456760406483
αιγιναιη,Aegina,Joy,0.8826621174812317,Joy,0.9999680519104004,True,0.1173059344291687
αιγιν,Aegina,Joy,0.6609414219856262,Joy,0.9988113641738892,True,0.33786994218826294
αιγινητα,an Aeginetan,Joy,0.9666345119476318,Joy,0.9999637603759766,True,0.03332924842834473
αιγῐνομευς,a goatherd,Sadness,0.4791915118694305,Disgust,0.9996756315231324,False,0.520484119653702
αιγιπους,goat-footed,Disgust,0.9028245806694032,Disgust,0.9999667406082152,True,0.09714215993881203
αιγιπυρον,a plant,Fear,0.985268235206604,Fear,0.9999885559082032,True,0.014720320701599232
αιγις,the aegis,Joy,0.535998523235321,Disgust,0.9998645782470704,False,0.4638660550117494
αιγλη,"the light of the sun, radiance",Joy,0.5063055753707886,Joy,0.9999344348907472,True,0.4936288595199586
αιγοκερως,goat-horned,Fear,0.4739939272403717,Disgust,0.999943733215332,False,0.5259498059749603
αιγονυξ,nan,Disgust,0.5116646885871887,Disgust,0.9998341798782348,True,0.48816949129104603
αιγοποδης,nan,Fear,0.655609667301178,Disgust,0.9999536275863647,False,0.34434396028518677
